,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,precipitation
2590,5.4,-5.4,46,11,25.0,102.17,0
2591,3.9,-4.8,53,17,25.0,102.17,0
2592,2.9,-5.1,56,13,25.0,102.2,0
2593,2.4,-5.7,55,15,25.0,102.18,0
2594,0.9,-6.5,58,15,25.0,102.22,0
2595,1.1,-7.0,55,11,25.0,102.25,0
2596,0.4,-7.0,58,9,25.0,102.29,0
2597,-1.0,-7.0,64,11,48.3,102.34,0
2598,0.9,-6.3,59,9,48.3,102.41,0
2599,2.5,-6.2,53,13,48.3,102.44,0
2600,3.3,-5.9,51,11,48.3,102.43,0
2601,4.5,-5.7,47,9,48.3,102.41,0
2602,5.3,-5.1,47,9,48.3,102.36,0
2603,6.9,-3.4,48,6,48.3,102.24,0
2604,7.3,-4.6,43,11,48.3,102.13,0
2605,8.6,-3.3,43,15,48.3,102.05,0
2606,9.3,-3.2,41,7,48.3,101.97,0
2607,10.4,-3.2,38,11,48.3,101.86,0
2608,10.3,-3.6,37,9,48.3,101.8,0
2609,10.2,-4.1,36,13,48.3,101.75,0
2610,10.0,-5.5,33,7,48.3,101.7,0
2611,8.4,-3.9,42,9,48.3,101.66,0
2612,7.6,-4.0,44,7,25.0,101.62,0
2613,7.9,-4.2,42,4,25.0,101.56,0
2614,8.4,-4.1,41,0,25.0,101.53,0
2615,6.8,-2.6,51,6,25.0,101.5,0
2616,6.5,-2.7,52,4,25.0,101.44,0
2617,5.5,-2.7,55,6,25.0,101.42,0
2618,3.3,-2.8,64,7,25.0,101.33,0
2619,4.4,-3.3,57,4,25.0,101.28,0
2620,3.4,-3.2,62,0,25.0,101.27,0
2621,3.4,-2.9,63,4,24.1,101.25,0
2622,4.7,-0.8,67,4,48.3,101.28,0
2623,7.1,-0.4,59,4,48.3,101.24,0
2624,8.6,-1.1,50,7,48.3,101.18,0
2625,11.8,-0.5,43,7,48.3,101.14,0
2626,14.0,-0.4,37,13,48.3,101.05,0
2627,15.8,0.5,35,19,48.3,101.02,0
2628,16.6,0.9,35,15,48.3,100.95,0
2629,18.4,1.7,33,20,48.3,100.88,0
2630,19.3,2.6,33,17,48.3,100.78,0
2631,20.2,3.9,34,28,48.3,100.69,0
2632,20.7,4.0,33,26,48.3,100.65,0
2633,20.0,4.3,36,24,48.3,100.62,0
2634,18.7,4.5,39,22,48.3,100.63,0
2635,18.0,4.1,40,15,48.3,100.69,0
2636,16.6,4.5,45,17,25.0,100.73,0
2637,16.1,4.5,46,11,25.0,100.72,0
2638,13.9,4.8,54,13,25.0,100.73,0
2639,12.6,4.6,58,9,25.0,100.78,0
2640,12.5,2.5,50,19,25.0,100.88,0
2641,10.9,1.8,53,19,25.0,100.91,0
2642,9.9,1.3,55,20,25.0,100.94,0
2643,9.1,1.5,59,15,25.0,101.0,0
2644,8.8,1.1,58,19,25.0,101.02,0
2645,8.7,-0.6,52,22,25.0,101.04,0
2646,7.8,-0.4,56,28,24.1,101.11,0
2647,6.9,0.3,63,22,24.1,101.17,1
2648,6.1,1.4,72,26,24.1,101.12,0
2649,6.3,1.4,71,19,48.3,101.13,0
2650,6.6,1.6,70,24,24.1,101.07,1
2651,6.9,1.0,66,20,24.1,101.06,0
2652,7.2,1.7,68,26,24.1,100.98,1
2653,7.5,2.0,68,24,24.1,100.91,1
2654,9.6,3.2,64,24,24.1,100.8,0
2655,9.5,3.0,64,24,24.1,100.7,0
2656,8.4,2.9,68,33,24.1,100.67,0
2657,7.8,2.6,70,26,24.1,100.59,0
2658,7.4,2.9,73,28,24.1,100.54,0
2659,7.0,3.2,77,26,24.1,100.5,0
2660,6.9,3.5,79,24,25.0,100.46,0
2661,6.6,3.5,81,17,25.0,100.35,0
2662,6.5,3.4,81,17,25.0,100.32,0
2663,6.6,3.5,81,20,25.0,100.27,0
2664,6.3,3.7,83,19,25.0,100.18,0
2665,6.4,4.0,85,15,25.0,100.13,0
2666,5.7,3.5,86,19,25.0,100.21,0
2667,5.5,3.3,86,20,25.0,100.21,0
2668,5.7,3.4,85,13,25.0,100.2,0
2669,6.0,3.5,84,7,25.0,100.32,0
2670,6.2,3.4,82,15,25.0,100.36,0
2671,6.4,3.3,81,17,25.0,100.38,1
2672,6.2,3.3,82,17,24.1,100.42,0
2673,5.5,3.4,86,19,24.1,100.49,1
2674,5.5,3.3,86,17,9.7,100.53,1
2675,5.6,3.5,86,11,12.9,100.59,1
2676,5.5,3.3,86,15,9.7,100.61,1
2677,6.1,3.7,85,19,24.1,100.65,1
2678,6.1,3.9,86,19,16.1,100.69,1
2679,5.7,3.3,85,17,16.1,100.73,1
2680,5.3,2.5,82,19,16.1,100.8,1
2681,4.8,2.6,86,17,16.1,100.84,1
2682,3.8,1.6,86,24,16.1,100.96,1
2683,3.4,1.0,84,20,19.3,100.96,1
2684,2.6,0.5,86,24,16.1,101.06,1
2685,2.6,0.3,85,26,25.0,101.06,1
2686,1.9,-0.2,86,19,19.3,101.04,1
2687,1.6,-0.3,87,13,25.0,101.08,1
2688,1.5,-0.6,86,24,25.0,101.04,1
2689,1.4,-0.5,87,17,25.0,101.06,1
2690,0.6,-1.0,89,13,9.7,101.07,1
2691,0.8,-0.8,89,15,25.0,101.05,1
2692,1.2,-0.3,90,11,25.0,101.05,1
2693,1.8,-0.3,86,19,25.0,101.06,1
2694,1.9,-0.3,85,19,24.1,101.1,0
2695,2.4,-0.5,81,20,24.1,101.17,0
2696,2.8,-1.1,75,20,24.1,101.24,0
2697,3.3,-1.0,73,28,24.1,101.27,0
2698,4.0,-0.3,74,22,48.3,101.3,0
2699,4.6,-0.2,71,22,48.3,101.24,0
2700,5.0,-0.5,68,24,48.3,101.22,0
2701,5.2,-0.4,67,20,48.3,101.3,0
2702,5.9,-0.1,65,22,48.3,101.27,0
2703,6.0,-0.6,63,28,48.3,101.2,0
2704,6.4,0.0,64,22,48.3,101.2,0
2705,6.3,-0.3,63,26,48.3,101.17,0
2706,6.5,0.0,63,24,48.3,101.13,0
2707,6.1,0.4,67,32,24.1,101.16,0
2708,5.3,-0.6,66,32,25.0,101.19,0
2709,4.3,-1.0,68,35,25.0,101.07,1
2710,2.8,-1.1,75,32,25.0,101.05,1
2711,2.0,-0.7,82,41,19.3,100.89,1
2712,1.9,-0.8,82,46,19.3,100.73,1
2713,1.1,-1.1,85,44,11.3,100.59,1
2714,1.1,-1.1,85,44,25.0,100.32,1
2715,1.7,-0.7,84,52,25.0,100.11,1
2716,2.0,-0.7,82,44,25.0,99.82,1
2717,1.9,-0.2,86,46,8.0,99.74,1
2718,2.1,-0.3,84,52,16.1,99.66,1
2719,2.3,-0.4,82,48,24.1,99.52,1
2720,2.8,0.3,84,48,19.3,99.4,1
2721,3.1,0.6,84,44,12.9,99.29,1
2722,3.7,1.1,83,46,24.1,99.23,0
2723,4.1,1.7,84,48,19.3,99.15,0
2724,4.6,1.9,83,46,24.1,99.09,0
2725,5.0,2.4,83,41,24.1,99.06,0
2726,5.3,2.2,80,44,24.1,98.97,0
2727,5.7,2.4,79,43,24.1,98.9,0
2728,5.6,2.4,80,39,24.1,98.81,0
2729,5.9,2.9,81,35,24.1,98.8,0
2730,5.9,2.8,80,43,24.1,98.66,0
2731,5.4,3.2,86,39,9.7,98.61,1
2732,5.7,3.6,86,41,25.0,98.54,0
2733,5.6,3.5,86,37,25.0,98.51,1
2734,5.5,3.7,88,19,25.0,98.58,0
2735,5.6,3.9,89,9,25.0,98.64,0
2736,5.7,4.2,90,13,25.0,98.6,0
2737,6.7,5.1,90,7,16.1,98.56,0
2738,6.1,4.5,89,6,9.7,98.5,0
2739,7.0,5.5,90,15,12.9,98.53,0
2740,7.5,4.2,80,19,25.0,98.51,1
2741,7.1,3.1,76,19,24.1,98.47,0
2742,6.8,3.4,79,19,19.3,98.51,1
2743,5.5,3.0,84,13,11.3,98.6,1
2744,6.6,3.7,82,13,24.1,98.63,1
2745,7.7,1.4,64,17,48.3,98.64,0
2746,7.2,1.2,66,19,24.1,98.72,1
2747,8.8,1.2,59,26,24.1,98.78,0
2748,8.9,3.6,69,17,24.1,98.82,0
2749,8.0,1.2,62,24,24.1,98.9,1
2750,8.0,0.5,59,28,24.1,99.01,0
2751,8.4,1.9,64,19,48.3,99.08,0
2752,8.1,-0.3,55,32,48.3,99.19,0
2753,8.0,0.4,59,28,48.3,99.26,0
2754,7.7,0.4,60,20,48.3,99.3,0
2755,7.1,0.1,61,19,24.1,99.37,0
2756,6.9,0.0,61,28,25.0,99.45,0
2757,6.6,-0.2,62,20,25.0,99.54,0
2758,6.0,-0.9,61,24,25.0,99.56,0
2759,5.4,-0.9,64,19,25.0,99.61,0
2760,4.9,-0.6,68,19,25.0,99.67,0
2761,5.5,-0.7,64,19,25.0,99.71,0
2762,4.5,-0.2,71,13,25.0,99.74,0
2763,4.4,-0.3,71,15,25.0,99.77,0
2764,4.8,-0.3,70,15,25.0,99.8,0
2765,4.5,0.0,73,13,24.1,99.84,0
2766,5.2,0.1,70,20,24.1,99.93,1
2767,5.5,0.6,71,19,19.3,100.01,1
2768,4.9,1.5,79,19,24.1,100.08,1
2769,5.1,2.9,86,15,24.1,100.15,1
2770,6.1,2.9,80,9,24.1,100.22,1
2771,7.8,2.7,70,17,48.3,100.23,0
2772,8.0,1.9,65,20,48.3,100.26,0
2773,8.7,0.1,55,20,48.3,100.29,0
2774,9.8,1.7,57,19,24.1,100.31,0
2775,7.7,0.5,60,15,24.1,100.38,1
2776,8.8,-1.5,48,17,24.1,100.41,0
2777,8.8,-1.5,48,22,48.3,100.45,0
2778,8.0,-1.9,50,22,48.3,100.5,0
2779,7.3,0.1,60,17,24.1,100.56,0
2780,7.3,-0.2,59,17,25.0,100.61,0
2781,7.0,0.0,61,13,25.0,100.67,0
2782,6.2,0.2,65,9,25.0,100.69,0
2783,6.0,0.2,66,9,25.0,100.69,0
2784,5.8,0.9,71,7,25.0,100.68,0
2785,4.9,0.2,72,9,25.0,100.67,0
2786,3.7,-0.5,74,7,25.0,100.67,0
2787,3.5,-0.6,74,11,25.0,100.66,0
2788,2.7,-1.5,74,7,25.0,100.66,0
2789,2.6,-1.3,75,9,24.1,100.69,0
2790,3.2,-0.6,76,4,48.3,100.71,0
2791,5.5,0.9,72,7,48.3,100.72,0
2792,6.2,0.8,68,7,48.3,100.72,0
2793,6.9,-0.3,60,7,48.3,100.65,0
2794,8.8,0.3,55,11,48.3,100.6,0
2795,9.6,0.3,52,7,48.3,100.49,0
2796,9.8,0.5,52,13,48.3,100.39,0
2797,10.3,0.8,52,13,48.3,100.24,0
2798,11.0,-0.4,45,17,24.1,100.08,0
2799,11.2,-0.6,44,19,48.3,99.98,0
2800,11.4,-0.6,43,19,24.1,99.84,0
2801,11.0,1.3,51,15,19.3,99.8,1
2802,8.6,5.4,80,19,19.3,99.72,1
2803,8.3,5.6,83,15,19.3,99.7,1
2804,8.1,5.8,85,7,25.0,99.69,1
2805,8.0,6.2,88,9,9.7,99.67,1
2806,7.6,5.8,88,6,9.7,99.61,1
2807,6.9,5.3,90,13,9.7,99.59,1
2808,5.8,4.1,89,22,9.7,99.67,1
2809,4.8,2.6,86,15,25.0,99.74,1
2810,4.7,2.8,87,15,25.0,99.79,1
2811,4.4,1.8,83,22,25.0,99.87,0
2812,4.2,1.0,80,24,25.0,99.94,0
2813,3.3,-0.6,76,26,24.1,100.03,1
2814,2.5,-1.7,74,28,24.1,100.16,0
2815,1.8,-2.9,71,32,12.9,100.25,1
2816,2.3,-2.7,69,26,24.1,100.33,1
2817,2.7,-3.2,65,32,24.1,100.4,1
2818,3.7,-3.1,61,30,24.1,100.48,1
2819,3.0,-3.7,61,30,24.1,100.58,0
2820,2.7,-4.1,61,35,24.1,100.65,1
2821,2.7,-5.0,57,37,24.1,100.76,0
2822,1.9,-5.3,59,37,24.1,100.86,0
2823,2.5,-5.1,57,30,24.1,100.92,0
2824,2.1,-5.9,55,30,24.1,100.97,0
2825,1.7,-6.3,55,33,24.1,101.09,0
2826,1.0,-7.2,54,28,24.1,101.18,0
2827,0.7,-7.7,53,22,24.1,101.25,0
2828,0.5,-7.2,56,24,25.0,101.36,0
2829,0.2,-7.1,58,19,25.0,101.42,0
2830,0.2,-7.8,55,20,25.0,101.47,0
2831,0.3,-7.7,55,17,25.0,101.5,0
2832,0.2,-7.4,57,17,25.0,101.52,0
2833,-0.2,-8.2,55,19,25.0,101.51,0
2834,-0.4,-8.1,56,22,25.0,101.5,0
2835,-0.8,-9.1,53,17,25.0,101.54,0
2836,-1.3,-9.8,52,24,25.0,101.6,0
2837,-1.5,-9.6,54,26,24.1,101.67,0
2838,-2.1,-10.7,52,22,48.3,101.74,0
2839,-1.3,-10.0,52,30,48.3,101.75,0
2840,-0.4,-10.0,48,24,48.3,101.78,0
2841,0.6,-9.7,46,32,48.3,101.79,0
2842,2.0,-7.4,50,28,48.3,101.73,0
2843,3.9,-9.9,36,24,48.3,101.71,0
2844,5.0,-9.7,34,30,48.3,101.68,0
2845,5.4,-11.1,29,32,48.3,101.62,0
2846,6.4,-10.7,28,24,48.3,101.57,0
2847,7.2,-10.5,27,35,48.3,101.5,0
2848,7.4,-11.0,26,30,48.3,101.46,0
2849,7.7,-11.2,25,28,48.3,101.45,0
2850,7.2,-11.3,25,24,48.3,101.43,0
2851,6.1,-11.4,27,19,48.3,101.46,0
2852,4.1,-10.2,34,11,25.0,101.51,0
2853,2.3,-9.7,41,11,25.0,101.55,0
2854,1.9,-9.9,41,9,25.0,101.56,0
2855,0.8,-9.1,47,6,25.0,101.55,0
2856,0.8,-8.8,49,7,25.0,101.52,0
2857,1.3,-8.7,47,11,25.0,101.49,0
2858,1.3,-7.5,52,11,25.0,101.49,0
2859,0.8,-7.8,53,13,25.0,101.47,0
2860,-0.1,-7.7,57,9,25.0,101.48,0
2861,0.9,-10.5,42,19,48.3,101.52,0
2862,1.2,-11.4,38,20,48.3,101.58,0
2863,1.8,-11.9,35,26,48.3,101.64,0
2864,2.6,-11.7,34,19,48.3,101.65,0
2865,4.3,-11.7,30,19,48.3,101.64,0
2866,5.5,-11.4,28,26,48.3,101.67,0
2867,6.2,-11.6,27,24,48.3,101.62,0
2868,7.4,-10.5,27,24,48.3,101.62,0
2869,8.4,-11.1,24,32,48.3,101.64,0
2870,8.7,-11.7,22,22,48.3,101.65,0
2871,9.0,-12.0,21,32,48.3,101.63,0
2872,9.2,-11.8,21,28,48.3,101.66,0
2873,9.0,-11.5,22,30,48.3,101.72,0
2874,8.1,-11.9,23,28,48.3,101.77,0
2875,6.9,-11.7,25,20,48.3,101.82,0
2876,6.3,-11.4,27,15,25.0,101.93,0
2877,5.4,-11.0,29,19,25.0,102.01,0
2878,5.1,-10.7,31,15,25.0,102.05,0
2879,4.1,-10.3,34,13,25.0,102.09,0
2880,3.3,-10.3,36,9,25.0,102.06,0
2881,2.2,-9.7,41,6,25.0,102.12,0
2882,3.2,-10.4,36,0,25.0,102.09,0
2883,2.4,-9.2,42,0,25.0,102.09,0
2884,0.7,-9.0,48,4,25.0,102.14,0
2885,-0.7,-6.9,63,4,48.3,102.23,0
2886,3.0,-4.3,59,0,48.3,102.33,0
2887,6.0,-7.3,38,0,48.3,102.37,0
2888,6.6,-6.3,39,11,48.3,102.41,0
2889,7.2,-6.4,37,7,48.3,102.31,0
2890,7.6,-6.7,35,7,48.3,102.31,0
2891,9.3,-5.2,35,0,48.3,102.2,0
2892,10.1,-3.2,39,6,48.3,102.15,0
2893,12.4,-4.3,31,11,48.3,102.01,0
2894,12.4,-3.2,34,7,48.3,101.93,0
2895,12.5,-4.2,31,15,48.3,101.83,0
2896,12.9,-3.8,31,9,48.3,101.79,0
2897,12.7,-4.5,30,9,24.1,101.73,0
2898,12.5,-4.0,31,13,25.0,101.68,0
2899,12.2,-3.6,33,11,25.0,101.6,0
2900,12.1,-2.9,35,11,25.0,101.53,0
2901,12.2,-3.7,33,13,25.0,101.49,0
2902,12.0,-3.2,34,11,25.0,101.47,0
2903,11.1,-2.0,40,6,25.0,101.45,0
2904,11.4,-1.9,39,11,25.0,101.32,0
2905,10.8,-1.0,44,19,25.0,101.22,1
2906,9.7,1.7,57,7,25.0,101.24,1
2907,8.8,3.2,68,15,25.0,101.2,1
2908,8.4,3.7,72,17,25.0,101.15,1
2909,7.8,5.1,83,24,11.3,101.13,1
2910,7.8,5.8,87,24,9.7,101.15,1
2911,7.9,5.9,87,13,9.7,101.15,1
2912,8.0,5.9,87,17,9.7,101.13,1
2913,8.4,6.8,90,13,9.7,101.09,0
2914,9.2,7.0,86,6,16.1,101.12,0
2915,9.5,7.0,84,6,16.1,101.13,0
2916,10.9,7.9,82,7,16.1,101.08,0
2917,10.6,7.5,81,0,16.1,101.12,0
2918,11.0,7.8,81,0,16.1,101.15,0
2919,10.4,7.9,84,9,9.7,101.16,1
2920,9.9,7.9,87,9,4.8,101.17,1
2921,10.0,8.4,90,7,4.0,101.21,1
2922,9.7,8.2,90,7,2.4,101.3,1
2923,9.6,8.2,91,9,2.0,101.35,1
2924,9.3,8.0,92,6,4.0,101.39,1
2925,9.2,7.9,92,9,2.4,101.38,1
2926,9.1,7.9,92,6,2.0,101.38,1
2927,9.1,7.9,92,6,2.4,101.41,1
2928,9.0,7.9,93,6,1.6,101.43,1
2929,8.6,7.8,95,6,0.6,101.44,0
2930,8.8,7.7,93,4,0.4,101.44,0
2931,8.8,7.7,93,4,0.4,101.49,0
2932,8.6,7.5,93,9,1.2,101.52,0
2933,8.4,7.3,93,13,1.0,101.57,0
2934,8.6,7.5,93,11,1.6,101.58,0
2935,8.4,7.3,93,17,1.0,101.7,1
2936,8.4,7.2,92,15,2.4,101.71,0
2937,8.9,7.4,90,13,6.4,101.68,0
2938,9.5,7.8,89,13,6.4,101.73,0
2939,10.3,8.0,86,13,12.9,101.72,0
2940,11.2,8.0,81,13,12.9,101.64,0
2941,11.8,8.3,79,17,12.9,101.57,0
2942,13.0,8.5,74,11,16.1,101.51,0
2943,14.0,9.1,72,19,16.1,101.42,0
2944,14.9,9.0,68,19,19.3,101.37,0
2945,15.4,8.9,65,17,24.1,101.31,0
2946,15.4,9.0,66,15,24.1,101.28,0
2947,15.2,9.0,66,15,24.1,101.29,0
2948,14.2,9.0,71,11,25.0,101.34,0
2949,14.2,8.0,66,17,25.0,101.27,0
2950,13.5,7.7,68,19,25.0,101.22,1
2951,11.9,8.7,81,19,25.0,101.18,1
2952,11.6,8.9,83,17,25.0,101.16,0
2953,11.4,8.9,85,15,25.0,101.17,0
2954,11.4,8.7,83,17,25.0,101.18,0
2955,11.2,8.5,83,15,25.0,101.21,0
2956,11.1,8.4,83,17,25.0,101.24,0
2957,11.0,8.4,84,13,24.1,101.29,0
2958,11.4,8.5,82,13,24.1,101.31,0
2959,11.7,8.6,81,15,24.1,101.36,0
2960,12.4,8.8,79,15,24.1,101.42,0
2961,13.6,9.6,77,17,24.1,101.42,0
2962,14.2,9.9,75,13,24.1,101.44,0
2963,15.4,10.3,72,11,24.1,101.41,0
2964,15.7,10.3,70,15,24.1,101.4,0
2965,15.9,10.7,71,13,24.1,101.38,0
2966,16.2,10.8,70,11,24.1,101.37,0
2967,16.2,11.0,71,7,24.1,101.27,0
2968,16.5,11.4,72,13,24.1,101.17,0
2969,16.4,11.4,72,6,24.1,101.22,1
2970,15.8,11.9,78,7,24.1,101.21,0
2971,15.7,11.4,76,6,24.1,101.18,0
2972,15.1,11.1,77,11,25.0,101.13,0
2973,14.2,10.8,80,13,25.0,101.04,0
2974,13.8,10.2,79,11,25.0,101.01,0
2975,13.8,10.4,80,11,25.0,100.99,1
2976,13.5,10.7,83,13,25.0,100.85,0
2977,13.3,10.8,85,17,25.0,100.7,0
2978,13.1,11.0,87,13,9.7,100.75,1
2979,13.2,11.2,88,11,8.0,100.66,1
2980,13.1,11.2,88,6,8.0,100.7,1
2981,13.2,11.2,88,6,8.0,100.67,0
2982,13.3,11.3,88,11,3.6,100.69,1
2983,13.6,11.7,88,7,4.8,100.7,1
2984,13.7,12.1,90,6,3.6,100.72,1
2985,13.5,11.9,90,11,4.0,100.71,1
2986,13.8,12.0,89,11,9.7,100.71,1
2987,14.6,12.3,86,7,16.1,100.72,0
2988,15.3,12.2,82,0,24.1,100.7,0
2989,16.0,12.6,80,9,24.1,100.71,0
2990,16.0,12.5,80,9,24.1,100.73,0
2991,16.9,13.0,78,9,24.1,100.72,0
2992,16.6,12.9,79,7,24.1,100.77,0
2993,17.1,12.9,76,7,24.1,100.79,0
2994,17.4,13.0,75,4,24.1,100.79,0
2995,15.9,13.0,83,9,9.7,100.82,1
2996,15.4,13.5,88,9,25.0,100.89,0
2997,14.0,9.8,76,32,25.0,100.99,0
2998,11.0,5.4,68,30,25.0,101.08,0
2999,10.2,4.6,68,17,25.0,101.17,0
3000,8.4,4.1,74,4,25.0,101.25,0
3001,7.9,3.4,73,11,25.0,101.32,0
3002,7.7,2.9,72,11,25.0,101.36,0
3003,6.5,1.6,71,15,25.0,101.42,0
3004,5.7,0.2,68,11,25.0,101.44,0
3005,5.2,-0.6,66,17,24.1,101.49,0
3006,5.9,-0.7,63,15,48.3,101.55,0
3007,6.5,-0.7,60,19,48.3,101.62,0
3008,7.6,0.3,60,17,48.3,101.66,0
3009,8.3,0.7,59,9,48.3,101.74,0
3010,9.4,1.2,57,11,48.3,101.78,0
3011,10.8,0.8,50,13,48.3,101.73,0
3012,11.8,0.4,45,11,48.3,101.69,0
3013,12.8,-0.7,39,13,48.3,101.63,0
3014,14.4,-1.0,35,7,48.3,101.59,0
3015,15.4,-1.0,32,6,48.3,101.55,0
3016,16.0,-2.4,28,17,48.3,101.51,0
3017,15.9,-1.8,30,9,48.3,101.53,0
3018,15.7,-2.8,28,11,48.3,101.52,0
3019,14.7,-3.0,29,0,48.3,101.54,0
3020,12.8,-2.0,36,4,25.0,101.62,0
3021,12.6,-2.7,34,6,25.0,101.65,0
3022,13.1,-4.2,30,9,25.0,101.65,0
3023,12.7,-5.0,29,13,25.0,101.64,0
3024,12.1,-4.7,31,9,25.0,101.67,0
3025,10.9,-4.1,35,15,25.0,101.61,0
3026,7.8,-3.2,46,13,25.0,101.63,0
3027,7.0,-2.0,53,17,25.0,101.67,0
3028,6.6,-3.6,48,17,25.0,101.67,0
3029,6.2,-3.4,50,20,48.3,101.71,0
3030,7.3,-3.1,48,22,48.3,101.72,0
3031,8.2,-2.3,47,22,48.3,101.78,0
3032,9.8,-1.1,47,17,48.3,101.81,0
3033,11.0,-0.9,44,20,48.3,101.86,0
3034,12.3,-1.1,39,15,48.3,101.84,0
3035,13.8,-4.0,29,15,48.3,101.77,0
3036,14.7,-2.9,30,6,48.3,101.74,0
3037,15.0,-1.2,33,7,48.3,101.66,0
3038,15.7,-2.3,29,9,48.3,101.61,0
3039,16.6,-3.0,26,6,48.3,101.61,0
3040,16.6,-2.7,27,7,48.3,101.6,0
3041,16.6,-1.7,29,11,48.3,101.57,0
3042,16.1,-2.7,27,11,48.3,101.56,0
3043,14.4,-1.8,33,9,48.3,101.56,0
3044,13.1,-1.4,37,9,25.0,101.58,0
3045,12.3,-1.0,40,6,25.0,101.57,0
3046,11.7,-1.6,40,0,25.0,101.58,0
3047,11.1,-2.1,40,0,25.0,101.57,0
3048,9.9,-1.6,45,0,25.0,101.57,0
3049,6.9,0.3,63,0,25.0,101.55,0
3050,5.2,-0.8,65,4,25.0,101.56,0
3051,4.6,-0.4,70,4,25.0,101.55,0
3052,5.1,0.6,73,0,25.0,101.61,0
3053,5.7,0.4,69,4,48.3,101.6,0
3054,8.2,3.3,71,6,48.3,101.63,0
3055,12.3,0.6,45,4,48.3,101.64,0
3056,14.0,1.0,41,7,48.3,101.67,0
3057,16.0,-3.0,27,7,48.3,101.68,0
3058,17.1,-5.9,20,13,48.3,101.67,0
3059,17.8,-3.1,24,7,48.3,101.59,0
3060,18.9,-4.2,21,13,48.3,101.48,0
3061,19.7,-2.3,22,13,48.3,101.43,0
3062,20.1,-3.6,20,19,48.3,101.36,0
3063,20.6,-2.3,21,7,48.3,101.25,0
3064,20.9,-2.0,21,11,48.3,101.14,0
3065,21.0,-2.9,20,13,48.3,101.07,0
3066,20.7,-4.4,18,13,48.3,101.0,0
3067,19.9,-4.0,20,11,48.3,100.93,0
3068,19.2,-3.8,21,13,25.0,100.9,0
3069,18.7,-4.1,21,15,25.0,100.87,0
3070,18.1,-3.5,23,17,25.0,100.84,0
3071,17.6,-2.2,26,15,25.0,100.77,0
3072,16.1,0.2,34,11,25.0,100.77,0
3073,16.0,4.8,47,15,25.0,100.74,1
3074,14.8,5.4,53,4,25.0,100.71,0
3075,15.2,6.6,56,6,25.0,100.64,1
3076,14.2,10.4,78,17,25.0,100.6,1
3077,13.7,10.3,80,19,24.1,100.53,0
3078,12.6,10.4,86,22,9.7,100.51,1
3079,12.2,10.1,87,24,6.4,100.48,1
3080,11.6,9.5,87,26,6.4,100.45,1
3081,11.1,9.1,87,32,6.4,100.41,1
3082,10.9,8.9,87,26,8.0,100.39,1
3083,11.0,9.2,89,20,6.4,100.37,1
3084,11.1,9.3,89,19,6.4,100.37,1
3085,11.5,9.6,88,17,6.4,100.35,1
3086,11.7,9.9,89,19,8.0,100.32,1
3087,12.0,10.0,88,17,12.9,100.3,1
3088,12.2,10.3,88,15,12.9,100.28,1
3089,12.2,10.3,88,9,12.9,100.29,1
3090,12.1,10.3,89,11,9.7,100.29,1
3091,12.3,10.5,89,6,8.0,100.3,0
3092,12.1,10.5,90,9,8.0,100.33,1
3093,12.2,10.6,90,6,8.0,100.31,0
3094,12.3,10.7,90,6,8.0,100.3,0
3095,12.4,10.9,91,4,6.4,100.26,1
3096,12.5,11.0,91,0,3.2,100.27,1
3097,12.6,11.2,91,0,3.2,100.2,1
3098,12.8,11.3,91,6,6.4,100.14,1
3099,12.9,11.4,91,6,4.8,100.13,1
3100,13.0,11.6,91,6,3.2,100.08,1
3101,13.5,12.0,91,9,2.4,100.07,1
3102,13.7,12.2,91,13,2.4,100.08,1
3103,14.3,12.5,89,15,4.8,100.12,0
3104,14.3,12.3,88,17,6.4,100.12,0
3105,14.0,12.3,89,9,4.0,100.1,1
3106,14.9,12.2,84,17,16.1,100.07,0
3107,16.1,13.3,83,9,24.1,100.03,0
3108,16.1,11.7,75,19,24.1,100.02,0
3109,17.4,12.0,71,15,24.1,99.96,0
3110,17.9,11.2,65,15,24.1,99.88,0
3111,19.0,11.4,61,13,24.1,99.78,0
3112,19.2,10.4,57,13,24.1,99.72,0
3113,18.9,10.2,57,7,24.1,99.67,0
3114,16.8,10.6,67,20,24.1,99.68,0
3115,16.3,10.9,70,11,24.1,99.68,0
3116,15.9,11.0,73,7,25.0,99.68,0
3117,15.4,9.5,68,11,25.0,99.67,0
3118,14.3,9.4,72,13,25.0,99.67,0
3119,11.9,8.3,79,4,25.0,99.65,0
3120,12.2,8.4,78,15,25.0,99.66,0
3121,11.6,8.6,82,6,25.0,99.62,0
3122,11.0,8.5,85,7,25.0,99.59,0
3123,11.4,8.9,85,6,16.1,99.55,0
3124,11.4,9.0,85,11,16.1,99.5,0
3125,10.9,8.1,83,17,24.1,99.47,0
3126,10.2,7.3,82,22,24.1,99.5,0
3127,8.9,6.1,83,20,24.1,99.51,0
3128,9.0,5.6,79,20,24.1,99.51,0
3129,9.0,5.0,76,26,24.1,99.51,0
3130,9.3,5.2,76,28,24.1,99.52,0
3131,10.5,5.6,72,28,24.1,99.48,0
3132,10.0,5.4,73,30,24.1,99.48,0
3133,10.4,6.0,74,26,24.1,99.46,0
3134,10.1,5.9,75,30,24.1,99.48,0
3135,10.5,5.3,70,28,24.1,99.51,0
3136,10.2,6.0,75,19,24.1,99.55,1
